"run_id","proportion_of_habitat"
"294062765820888E",13.703
"360920127321835E",13.703
"740355765045423D",87.75
"570579582762821E",87.75
"613847412466248E",80.195
"708899346583785A",80.195
"579165759325557D",58.481
"102206663349246E",58.481
"572915766837808E",54.714
"297396315263627C",54.714
"859636880550643D",13.515
"813704960424198C",13.515
"925413599698807D",16.105
"279076826273846E",16.105
"908494427891637C",68.562
"457917943193854C",68.562
"810439727477373D",13.255
"496895621948598C",13.255
"342515799893859D",23.174
"650142636905348A",23.174
"233067325608831E",88.046
"189023614153760B",88.046
"532604129782278E",38.783
"628556399698745D",38.783
"809403285414326B",41.236
"931446557804750E",41.236
"414020012696424A",79.099
"539157160425171D",79.099
"146634749723636A",14.657
"384573978757153E",14.657
"889805325681363D",61.879
"370441831398068D",61.879
"941816384811211E",73.21
"112351274286547A",73.21
"648690113913861B",77.381
"147675373540010D",77.381
"155791752604562D",74.895
"522773407306746B",74.895
"291180424107837A",84.864
"125472988842704B",84.864
"253790585266652E",33.643
"109129612048969C",33.643
"350857049073931C",57.255
"547247470775757C",57.255
"671279922642630D",70.894
"887170485161601E",70.894
"119176536662342C",30.455
"181680624640581D",30.455
"234796778792299E",39.095
"405496100667377C",39.095
"138174712191158C",69.289
"993182001336799E",69.289
"352086479633681D",34.09
"842132061697602A",34.09
"15303183106940D",30.385
"118204815047752C",30.385
"149128182477108D",72.142
"512365673558805E",72.142
"687379032334319C",23.044
"19485871803521D",23.044
"768448140439070B",87.051
"533787726425678B",87.051
"961418124742872D",16.475
"737902169625554B",16.475
"275339962748960D",21.083
"804248133933359C",21.083
"816073770872766B",65.588
"904409600470729B",65.588
"449971750210910A",20.358
"446004129904009D",20.358
"800659441057810B",30.549
"246190572885153D",30.549
"687819489736037A",65.623
"160745607252562D",65.623
"535932388449801A",31.031
"442616002007385A",31.031
"671230658921671B",50.747
"812584448207524B",50.747
"566929452950276B",43.783
"537418032855793C",43.783
"798662933885069B",29.852
"620637038613568E",29.852
"453179705915661A",85.426
"651053227060671D",85.426
"584714316627262A",27.06
"781062828815691B",27.06
"802089206694480B",80.243
"922683121604512B",80.243
"767809490109224A",17.381
"180175925925592A",17.381
"928017385654902E",44.243
"437494257042724B",44.243
"184519929728166E",12.92
"799011447952633D",12.92
"236949461013594C",60.814
"50921735848515C",60.814
"742551910867196B",10.98
"182049052523186E",10.98
"335013089053449D",51.481
"381012760597321E",51.481
"584452253602984C",19.941
"233159338720536A",19.941
"720042219394893B",24.696
"712312471835988E",24.696
"149424154993135B",47.829
"539243891310152B",47.829
"396064506137216D",49.43
"143286977266937E",49.43
"525850174620489B",35.663
"182783713311174C",35.663
"368166417882433C",48.504
"560648045077475D",48.504
"137413090430209A",26.318
"780380672148509E",26.318
"689126389269270B",64.81
"738017632871989B",64.81
"921255771197344B",50.888
"86593082534523C",50.888
"103448922137641E",67.095
"626338965174427D",67.095
"302983674353780A",49.942
"184106883056264E",49.942
"988030755779855D",25.598
"897490703245020C",25.598
"437120795333034E",41.646
"654876360057080B",41.646
"319498330889264D",56.614
"69968573691460B",56.614
"83763937330602A",85.203
"609655179419847B",85.203
"679813815614217E",59.996
"727226170144696A",59.996
"105547204951092E",65.371
"57243751870109D",65.371
"106220107212015D",53.084
"186658450447736B",53.084
"960627998561855D",26.611
"922143037508129A",26.611
"397726643631399C",23.691
"276733217813842D",23.691
"850895121281052B",87.639
"914277010145807D",87.639
"61618496972207D",13.76
"270891027326285E",13.76
"103095136613984E",37.733
"320742817548593C",37.733
"436550371331183A",61.541
"664108999467170B",61.541
"722052227334732D",17.921
"904292395361783B",17.921
"881947981648466E",23.205
"746265576054168A",23.205
"8614687171755E",39.487
"956413556081535A",39.487
"488575101489499A",46.49
"392296865292712B",46.49
"596735866512085E",66.863
"219890278712851B",66.863
"734656203222969B",34.977
"171392786718578A",34.977
"4429438003126D",85.809
"953780256433183C",85.809
"739774800586790E",62.77
"350732676612984C",62.77
"34186302700699A",76.328
"483564486715376A",76.328
"727802468467352B",55.996
"109381101698113A",55.996
"738820032099853A",38.8
"208385490378943A",38.8
"680320637488049E",40.21
"193701177089307C",40.21
"105198397350199C",44.075
"524289608724143D",44.075
"156246617156301D",11.597
"861660148868322C",11.597
"436784731712279B",20.878
"722373863372883A",20.878
"975460555854605E",31.833
"409031690357399C",31.833
"992272590938359C",83.549
"447308467561801E",83.549
"933903786163218A",89.138
"496918629910843D",89.138
"951732620536890D",62.353
"590525434961940C",62.353
"575031545591163A",55.189
"408086201053337E",55.189
"997958706560827B",59.879
"263246834689128D",59.879
"333163810872946D",18.619
"43830954457778C",18.619
"952198881245825B",33.331
"913484270395887B",33.331
"423822481884371A",77.741
"531935265742900C",77.741
"922846194891926A",86.176
"541957483319342A",86.176
"514035415058941B",57.398
"44995929441378E",57.398
"117946547661260A",45.486
"635974648230688B",45.486
"519719208176118B",64.9
"257312091111930C",64.9
"22041916611407B",81.403
"926285100593641C",81.403
"790833658126645C",64.203
"176158454070340D",64.203
"460025014872009E",49.336
"366477362601773D",49.336
"583017922601678D",38.682
"530504759504819D",38.682
"152063822831367B",86.114
"691954195610633C",86.114
"376593834436639A",44.331
"625695543977795C",44.331
"37448718862263B",43.499
"362002815281220C",43.499
"190561039118663A",54.142
"882406912309689B",54.142
"517828462750489D",17.836
"533639989072690A",17.836
"994789326347074C",24.191
"806464801414084A",24.191
"311439177381283E",74.828
"151970658801494B",74.828
"689321390948746E",87.432
"348807366960091D",87.432
"931974878697133E",76.879
"278092252541292E",76.879
"897068204501062A",81.006
"98503652230443C",81.006
"75497911084258C",51.372
"793056988746783E",51.372
"407540089750171E",61.294
"217012881354868E",61.294
"613708091065262C",14.094
"228137839445542A",14.094
"605287115242223E",10.137
"216567176155543E",10.137
"144487307841257E",12.054
"367505720462325C",12.054
"347323011450392B",84.932
"516563988095815B",84.932
"490105568835871B",19.14
"217957744492109A",19.14
"475056029059860D",76.472
"118512260486860D",76.472
"786594878653827A",63.195
"733116650704105C",63.195
"797432513068173D",26.681
"96871652749860D",26.681
"52569538114090D",74.178
"143511357090512A",74.178
"323427823340696C",52.715
"348123543716288B",52.715
"972672473201826C",62.073
"695130865355056C",62.073
"653292973224142C",44.199
"586322403011358B",44.199
"495130337165761B",52.635
"375594269000873D",52.635
"493529948533489B",67.543
"961561618649298E",67.543
"894287563923869D",18.884
"82736662015632A",18.884
"69222358544735B",30.673
"882083994708941A",30.673
"562612033995448E",35.29
"434357120905238C",35.29
"39036551990350C",71.755
"988206195704398C",71.755
"710591390655510B",21.038
"366801769993879A",21.038
"53718741334660C",66.354
"674074837975194C",66.354
"814361932448699B",54.054
"185372773686846B",54.054
"8615264929027B",44.555
"429803867771228A",44.555
"194003712717179D",47.454
"62947765663655C",47.454
"186667180390451B",44.97
"972227390721248C",44.97
"920546578899748E",85.912
"870612219385552A",85.912
"730102248376048D",82.263
"543281224493764D",82.263
"810212544458190D",51.743
"889396888077357C",51.743
"472502192581647E",23.546
"911491511306220D",23.546
"346995643281816A",26.899
"792204734649733D",26.899
"24005421658269C",31.993
"910458001452161C",31.993
"426999880797140B",72.419
"223702422260203C",72.419
"607015109924595E",66.589
"297158247674223D",66.589
"72934287944210C",86.903
"333404925637919A",86.903
"534042510616324C",58.771
"882604981962783C",58.771
"761893876470940D",87.494
"508541634768972A",87.494
"473026426596527D",21.178
"962148012582336C",21.178
"423928587536148C",51.246
"268804294971066E",51.246
"146706406734868B",58.408
"738767536577331D",58.408
"139596725732159E",74.093
"772460606909900A",74.093
"745112604074479D",74.574
"639893994046791B",74.574
"484443345058876E",44.919
"189758090731373E",44.919
"152583339630018C",32.995
"945688168073543A",32.995
"418101286087670B",70.478
"511069988988761D",70.478
"263078806068147B",52.164
"451789666768785B",52.164
"158916629267395E",50.476
"600637316491729C",50.476
"982368729184998B",38.245
"205131720800081B",38.245
"646772065007245C",71.428
"455599230080851E",71.428
"822284138080338C",23.482
"866386736674014D",23.482
"572583187146614A",35.255
"743036466089384D",35.255
"342262693756427C",62.942
"941971472956673A",62.942
"117443265099503A",39.945
"256893593301977B",39.945
"856760123935787A",55.832
"105045148790780A",55.832
"387110351301916D",29.36
"562917626191663E",29.36
"409110746062919A",15.351
"204504443582006B",15.351
"358545221607150C",55.725
"756468609876825E",55.725
"705702148540053C",46.594
"938942209112985B",46.594
"4506190570275C",30.098
"810647293268741E",30.098
"2775805097478A",78.266
"105351089865174E",78.266
"460183295844950E",86.863
"777252543004031C",86.863
"341869180078570B",63.425
"630619917842779D",63.425
"89127188192936C",65.95
"644319444240705C",65.95
"800795950176922E",18.793
"495922257648944A",18.793
"766391438153434C",46.351
"418207986013046B",46.351
"717714710026328D",17.557
"520032461434117A",17.557
"220166660158076E",66.036
"622286463263119C",66.036
"550647609079225D",50.612
"511896917341511E",50.612
"358957049187242A",40.416
"764475200054112B",40.416
"970240193864347B",54.228
"986397740448767D",54.228
"51951800721428B",40.841
"162166195581316B",40.841
"372566446562428B",62.243
"989947569910137A",62.243
"283828466869119B",88.183
"549040417097592C",88.183
"742812435517950D",63.287
"136552185296027D",63.287
"573175696501576E",16.975
"223676575606922C",16.975
"838554098105433D",39.595
"916176898129990D",39.595
"405939512426973A",82.955
"879368012909384B",82.955
"512901446620545D",77.035
"711111030554732B",77.035
"938481133801011E",86.448
"663694542350593A",86.448
"499152027799993B",85.19
"839154286195478B",85.19
"3470733948722A",42.572
"500270751830333B",42.572
"222215347456732E",89.222
"961161008408164B",89.222
"264512670153104A",54.915
"716579648634407C",54.915
"860953989812629A",73.722
"356368301483106E",73.722
"782799440170580B",53.827
"629307375977064E",53.827
"342269906738327C",40.672
"286719638036592D",40.672
"143224682148747E",22.505
"943699945995365E",22.505
"986071937737793D",30.748
"775747798140507C",30.748
"594575006382807B",24.015
"269364134384379C",24.015
"372041294062663B",56.425
"128409356378300B",56.425
"159430544496108A",67.669
"290374132593368C",67.669
"279813486421797C",10.884
"647332921430630E",10.884
"410866127581088D",24.424
"620338798875659C",24.424
"847127975826687B",25.195
"434016530973477C",25.195
"240108273921725E",33.936
"466217468131757D",33.936
"181344877708020E",57.142
"369953431125859E",57.142
"321150060249941C",65.706
"987101358058934E",65.706
"799645932551381D",87.557
"400859667249435B",87.557
"563691921812131C",25.966
"131897900423470D",25.966
"576032651101161D",43.593
"120675894291572A",43.593
"879640584945613E",53.38
"575397453132192B",53.38
"762258207106553A",28.232
"237033723328637D",28.232
"672590539714887C",87.767
"995369446246933E",87.767
"903007626356761A",45.969
"558412656758020A",45.969
"140949102212463A",66.956
"76839216593834E",66.956
"99893884810634B",50.113
"308790751311081C",50.113
"953368375995768B",32.095
"697986840502359C",32.095
"93344834918990A",65.311
"662126083637454E",65.311
"465245893933605B",37.235
"130392363613962D",37.235
"819473056321651D",15.087
"646099936324421C",15.087
"536999176409596D",63.627
"661273756990700E",63.627
"807277895240073A",79.782
"794392450718529A",79.782
"74661951484681D",82.205
"601616683329312B",82.205
"617235048223548C",68.509
"792423284330622E",68.509
"162827374452887E",67.892
"881249905907208E",67.892
"454305689063288C",47.666
"480325260229701C",47.666
"823987698762419C",56.167
"115494144922276C",56.167
"913694674186608C",29.636
"920613753629378E",29.636
"956217679887566C",83.134
"277189152162098C",83.134
"49921180555427C",33.837
"189641770582423D",33.837
"528820617856885C",46.283
"416832303588776E",46.283
"230290098885373C",77.148
"737771803243443C",77.148
"7983054826247E",10.438
"585053755980894B",10.438
"15539865005780C",15.238
"789266156917313B",15.238
"313676979540760A",18.106
"298695696004582C",18.106
"532447080979196B",51.535
"587566597756833C",51.535
"485892163166677D",43.221
"88149554875690C",43.221
"868242304281910B",19.582
"377301076694917A",19.582
"847877734304297D",52.409
"13819901331394C",52.409
"131433751697624D",72.21
"390250062455775B",72.21
"79896761836151A",33.08
"106068039217411C",33.08
"797735162313678A",38.438
"875715491521299D",38.438
"526627686970161A",84.54
"891555052451253E",84.54
"357832808379289B",54.721
"442997233588384B",54.721
"298403082124014E",63.741
"132628679889657B",63.741
"999349510129394A",30.239
"189043610093998B",30.239
"243370351980393A",68.321
"858876508010519C",68.321
"439528692112793B",29.706
"995128418916407E",29.706
"752008013146300D",21.225
"541486563474301C",21.225
"772644876266924B",36.423
"466936541054836D",36.423
"549939675841567E",87.227
"925090838910156E",87.227
"429710209984134A",86.737
"37369518731989C",86.737
"227886139540066E",51.103
"375961073043741D",51.103
"298528983175446B",81.348
"807443690777755C",81.348
"164257767391045C",52.385
"493135814727774C",52.385
"97921934046125C",85.052
"103728345234367E",85.052
"655545837380004B",53.63
"456296382267932D",53.63
"304151898151817A",53.573
"17859965750910A",53.573
"99292076926832E",76.256
"265533400665198A",76.256
"224502005345290E",80.511
"415211319208369A",80.511
"142578711560245D",23.983
"804416290401845A",23.983
"696624410033150C",71.877
"417534711895160D",71.877
"191374279461653A",18.644
"976261368198231E",18.644
"691675050411350E",18.848
"579164471881877C",18.848
"233013925137923E",77.566
"134210225878952D",77.566
"485685200065967C",72.394
"644639384554591C",72.394
"652841191965530B",89.488
"701077160938602D",89.488
"875553414588167A",19.873
"16400007156476B",19.873
"17773130304612E",29.551
"892810645884182E",29.551
"591846539471294A",20.887
"588728918430531B",20.887
"103686973026320D",65.01
"454183504313681B",65.01
"321675097866048B",77.331
"618830175728927D",77.331
"613215914608118E",71.191
"543773906940271A",71.191
"60742509269292C",84.656
"337984917633304C",84.656
"63944344461839A",33.153
"860184130235047E",33.153
"452901614086272C",39.818
"113615187759296B",39.818
"661218020057039E",44.589
"555851743286358A",44.589
"439159314054692B",21.54
"896544544019512E",21.54
"168103352815469A",38.175
"382223155687476D",38.175
"737470827995091C",54.44
"206520548242637C",54.44
"610626536113847E",29.49
"52767096681355A",29.49
"552742152204304B",17.647
"197109873880968D",17.647
"563872814903519B",76.905
"922895766291713E",76.905
"898327169041378A",80.073
"460220097664632B",80.073
"610098883049294B",74.978
