"","[run number]","matrix_permeability","perceptual_range","vision_angle","scenario","random-seed","[step]","total_crossings","assess_top_sections","siminputrow"
"485",1,88,32,162,5,-741671208,499,953,0.46,485
"486",1,46,22,179,4,-741671208,499,1286,0.423,486
"487",1,64,39,117,3,-741671208,499,815,0.55,487
"488",1,68,42,121,7,-741671208,499,982,0.48,488
"489",1,52,28,116,5,-741671208,499,725,0.421,489
"490",1,75,27,159,6,-741671208,499,861,0.419,490
"491",1,39,16,156,6,-741671208,499,649,0.502,491
"492",1,30,22,98,4,-741671208,499,1028,0.399,492
"493",1,64,8,167,2,-741671208,499,758,0.406,493
"494",1,35,6,126,5,-741671208,499,454,0.416,494
"495",1,75,33,140,2,-741671208,499,1170,0.477,495
"496",1,54,22,177,5,-741671208,499,561,0.406,496
"497",1,56,6,143,5,-741671208,499,384,0.432,497
"498",1,12,19,141,3,-741671208,499,126,0.651,498
"499",1,81,18,125,7,-741671208,499,599,0.389,499
"500",1,37,37,142,1,-741671208,499,2051,0.809,500
"501",1,65,31,93,6,-741671208,499,697,0.405,501
"502",1,31,19,148,6,-741671208,499,684,0.512,502
"503",1,48,26,152,4,-741671208,499,1254,0.417,503
"504",1,64,16,120,2,-741671208,499,896,0.431,504
"505",1,49,12,125,5,-741671208,499,473,0.395,505
"506",1,44,25,151,3,-741671208,499,418,0.596,506
"507",1,33,36,94,3,-741671208,499,827,0.614,507
"508",1,17,39,153,6,-741671208,499,953,0.484,508
"509",1,67,8,159,1,-741671208,499,782,0.402,509
"510",1,82,24,93,5,-741671208,499,671,0.385,510
"511",1,62,18,138,3,-741671208,499,419,0.487,511
"512",1,43,11,100,6,-741671208,499,609,0.404,512
"513",1,52,25,118,4,-741671208,499,936,0.39,513
"514",1,20,32,177,4,-741671208,499,2189,0.433,514
"515",1,38,40,154,1,-741671208,499,2119,0.835,515
"516",1,52,12,91,3,-741671208,499,473,0.376,516
"517",1,58,15,126,1,-741671208,499,886,0.449,517
"518",1,61,11,133,1,-741671208,499,749,0.481,518
"519",1,45,11,155,4,-741671208,499,811,0.561,519
"520",1,37,26,115,7,-741671208,499,382,0.474,520
"521",1,45,12,128,4,-741671208,499,851,0.452,521
"522",1,11,33,93,3,-741671208,499,752,0.739,522
"523",1,68,31,180,5,-741671208,499,780,0.472,523
"524",1,60,18,117,2,-741671208,499,802,0.48,524
"525",1,77,35,135,6,-741671208,499,952,0.449,525
"526",1,70,29,103,1,-741671208,499,940,0.464,526
"527",1,82,27,166,2,-741671208,499,987,0.487,527
"528",1,30,9,101,5,-741671208,499,384,0.406,528
"529",1,82,11,122,5,-741671208,499,545,0.4,529
"530",1,14,28,175,6,-741671208,499,675,0.446,530
"531",1,40,11,156,3,-741671208,499,166,0.482,531
"532",1,16,20,131,7,-741671208,499,86,0.628,532
"533",1,36,25,166,4,-741671208,499,1526,0.399,533
"534",1,62,18,120,5,-741671208,499,625,0.374,534
"535",1,74,8,150,4,-741671208,499,598,0.401,535
"536",1,62,14,173,3,-741671208,499,317,0.423,536
"537",1,30,31,146,2,-741671208,499,1878,0.577,537
"538",1,59,6,121,4,-741671208,499,561,0.396,538
"539",1,22,30,102,6,-741671208,499,694,0.406,539
"540",1,75,29,96,2,-741671208,499,845,0.42,540
"541",1,67,20,148,2,-741671208,499,847,0.484,541
"542",1,36,33,111,6,-741671208,499,734,0.439,542
"543",1,52,25,133,2,-741671208,499,1204,0.532,543
"544",1,33,8,168,6,-741671208,499,651,0.584,544
"545",1,50,17,107,4,-741671208,499,788,0.449,545
"546",1,50,24,146,6,-741671208,499,844,0.441,546
"547",1,86,19,96,5,-741671208,499,691,0.363,547
"548",1,65,35,179,3,-741671208,499,889,0.693,548
"549",1,39,11,130,4,-741671208,499,835,0.517,549
"550",1,22,25,141,3,-741671208,499,350,0.706,550
"551",1,48,11,126,7,-741671208,499,403,0.397,551
"552",1,26,6,100,2,-741671208,499,604,0.44,552
"553",1,39,25,141,1,-741671208,499,1465,0.675,553
"554",1,73,27,141,4,-741671208,499,791,0.431,554
"555",1,31,28,102,3,-741671208,499,656,0.581,555
"556",1,39,17,158,3,-741671208,499,153,0.529,556
"557",1,38,37,103,2,-741671208,499,1462,0.506,557
"558",1,24,31,112,4,-741671208,499,1232,0.394,558
"559",1,44,10,123,4,-741671208,499,768,0.431,559
"560",1,62,9,149,5,-741671208,499,469,0.392,560
"561",1,43,34,169,7,-741671208,499,420,0.507,561
"562",1,16,9,107,3,-741671208,499,308,0.438,562
"563",1,80,28,117,3,-741671208,499,776,0.425,563
"564",1,30,12,146,2,-741671208,499,961,0.63,564
"565",1,28,8,94,2,-741671208,499,660,0.423,565
"566",1,54,37,169,5,-741671208,499,976,0.525,566
"567",1,19,10,115,1,-741671208,499,838,0.545,567
"568",1,81,8,141,5,-741671208,499,542,0.386,568
"569",1,36,25,95,4,-741671208,499,860,0.405,569
"570",1,64,19,124,3,-741671208,499,478,0.448,570
"571",1,37,25,115,3,-741671208,499,519,0.551,571
"572",1,40,8,125,2,-741671208,499,684,0.472,572
"573",1,23,6,123,3,-741671208,499,302,0.44,573
"574",1,49,15,98,4,-741671208,499,761,0.398,574
"575",1,69,16,142,6,-741671208,499,571,0.417,575
"576",1,53,37,99,1,-741671208,499,1130,0.553,576
"577",1,25,30,169,1,-741671208,499,2316,0.911,577
"578",1,43,14,115,3,-741671208,499,389,0.388,578
"579",1,31,26,169,7,-741671208,499,177,0.486,579
"580",1,25,24,168,4,-741671208,499,1782,0.412,580
"581",1,56,34,126,4,-741671208,499,1035,0.422,581
"582",1,78,10,91,5,-741671208,499,638,0.362,582
"583",1,22,28,101,7,-741671208,499,339,0.44,583
"584",1,54,40,158,3,-741671208,499,1185,0.708,584
"585",1,78,30,150,4,-741671208,499,937,0.411,585
"586",1,60,36,140,5,-741671208,499,913,0.461,586
"587",1,26,38,156,4,-741671208,499,1862,0.495,587
"588",1,66,38,142,5,-741671208,499,961,0.496,588
"589",1,86,25,134,3,-741671208,499,700,0.451,589
"590",1,41,6,164,5,-741671208,499,305,0.436,590
"591",1,17,33,173,4,-741671208,499,2176,0.481,591
"592",1,36,29,138,7,-741671208,499,388,0.461,592
"593",1,56,17,157,3,-741671208,499,408,0.453,593
"594",1,43,36,136,6,-741671208,499,888,0.485,594
"595",1,77,19,163,4,-741671208,499,915,0.396,595
"596",1,52,5,106,4,-741671208,499,635,0.359,596
"597",1,55,11,101,3,-741671208,499,426,0.39,597
"598",1,24,21,138,6,-741671208,499,657,0.531,598
"599",1,85,20,165,3,-741671208,499,549,0.434,599
"600",1,40,22,168,2,-741671208,499,1436,0.692,600
"601",1,22,35,166,2,-741671208,499,2653,0.604,601
"602",1,26,29,156,1,-741671208,499,2149,0.852,602
"603",1,81,41,123,5,-741671208,499,1153,0.507,603
"604",1,34,14,105,2,-741671208,499,925,0.542,604
"605",1,55,19,166,2,-741671208,499,1193,0.576,605
"606",1,42,28,124,6,-741671208,499,723,0.411,606
"607",1,51,38,142,6,-741671208,499,844,0.486,607
"608",1,51,18,98,6,-741671208,499,555,0.447,608
"609",1,82,31,96,2,-741671208,499,844,0.441,609
"610",1,13,31,143,4,-741671208,499,1944,0.418,610
"611",1,16,19,171,2,-741671208,499,1495,0.838,611
"612",1,30,20,103,5,-741671208,499,483,0.445,612
"613",1,85,29,140,6,-741671208,499,787,0.418,613
"614",1,40,12,143,3,-741671208,499,256,0.453,614
"615",1,40,19,144,1,-741671208,499,1198,0.642,615
"616",1,67,40,102,3,-741671208,499,889,0.526,616
"617",1,28,5,94,5,-741671208,499,471,0.378,617
"618",1,67,9,126,6,-741671208,499,645,0.36,618
"619",1,89,9,125,5,-741671208,499,623,0.374,619
"620",1,59,36,162,5,-741671208,499,832,0.511,620
"621",1,72,9,109,7,-741671208,499,601,0.404,621
"622",1,30,5,106,6,-741671208,499,555,0.432,622
"623",1,52,19,175,1,-741671208,499,1197,0.627,623
"624",1,39,11,123,2,-741671208,499,888,0.48,624
"625",1,74,19,145,4,-741671208,499,812,0.39,625
"626",1,37,41,136,1,-741671208,499,1960,0.801,626
"627",1,16,6,168,5,-741671208,499,158,0.475,627
"628",1,61,26,121,3,-741671208,499,567,0.497,628
"629",1,59,21,98,2,-741671208,499,849,0.45,629
"630",1,70,32,98,5,-741671208,499,791,0.412,630
"631",1,69,42,92,4,-741671208,499,961,0.448,631
"632",1,41,33,149,5,-741671208,499,833,0.495,632
"633",1,38,32,102,3,-741671208,499,755,0.559,633
"634",1,88,13,103,3,-741671208,499,568,0.356,634
"635",1,75,27,108,3,-741671208,499,712,0.406,635
"636",1,61,9,163,4,-741671208,499,803,0.446,636
"637",1,49,30,168,4,-741671208,499,1356,0.414,637
"638",1,18,37,117,2,-741671208,499,1991,0.561,638
"639",1,61,19,127,2,-741671208,499,965,0.492,639
"640",1,59,32,175,6,-741671208,499,825,0.469,640
"641",1,33,19,100,2,-741671208,499,975,0.561,641
"642",1,26,40,100,1,-741671208,499,1609,0.709,642
"643",1,18,9,175,7,-741671208,499,75,0.64,643
"644",1,77,25,144,2,-741671208,499,871,0.451,644
"645",1,28,5,150,2,-741671208,499,803,0.457,645
"646",1,24,16,121,3,-741671208,499,284,0.556,646
"647",1,87,14,169,4,-741671208,499,808,0.39,647
"648",1,25,19,166,2,-741671208,499,1358,0.794,648
"649",1,71,23,102,7,-741671208,499,589,0.413,649
"650",1,88,41,142,6,-741671208,499,1140,0.504,650
"651",1,28,12,144,1,-741671208,499,1061,0.578,651
"652",1,74,18,99,5,-741671208,499,627,0.399,652
"653",1,25,8,99,6,-741671208,499,554,0.486,653
"654",1,77,33,157,3,-741671208,499,940,0.564,654
"655",1,83,28,147,4,-741671208,499,780,0.433,655
"656",1,77,38,121,6,-741671208,499,897,0.462,656
"657",1,56,34,140,6,-741671208,499,889,0.466,657
"658",1,43,36,110,2,-741671208,499,1405,0.491,658
"659",1,66,15,101,3,-741671208,499,502,0.41,659
"660",1,14,7,103,3,-741671208,499,263,0.468,660
"661",1,68,40,139,3,-741671208,499,1095,0.578,661
"662",1,24,15,130,6,-741671208,499,514,0.698,662
"663",1,36,7,179,6,-741671208,499,567,0.642,663
"664",1,21,20,156,6,-741671208,499,682,0.553,664
"665",1,51,22,159,2,-741671208,499,1130,0.585,665
"666",1,49,31,122,7,-741671208,499,574,0.441,666
"667",1,67,22,138,1,-741671208,499,999,0.595,667
"668",1,34,31,95,6,-741671208,499,718,0.4,668
"669",1,57,37,167,3,-741671208,499,975,0.644,669
"670",1,87,9,94,3,-741671208,499,532,0.35,670
"671",1,24,42,152,4,-741671208,499,2039,0.523,671
"672",1,49,16,96,1,-741671208,499,788,0.462,672
"673",1,65,31,103,7,-741671208,499,615,0.397,673
"674",1,56,37,91,4,-741671208,499,876,0.43,674
"675",1,36,21,155,6,-741671208,499,702,0.467,675
"676",1,79,7,97,6,-741671208,499,586,0.365,676
"677",1,45,24,110,2,-741671208,499,1068,0.538,677
"678",1,76,28,163,1,-741671208,499,1190,0.529,678
"679",1,20,32,153,3,-741671208,499,734,0.83,679
"680",1,51,20,129,6,-741671208,499,729,0.414,680
"681",1,44,27,144,5,-741671208,499,816,0.423,681
"682",1,48,22,153,4,-741671208,499,1271,0.391,682
"683",1,64,14,100,3,-741671208,499,550,0.375,683
"684",1,78,11,96,2,-741671208,499,557,0.395,684
"685",1,80,11,115,6,-741671208,499,556,0.412,685
"686",1,36,18,154,2,-741671208,499,1215,0.663,686
"687",1,88,7,166,2,-741671208,499,658,0.353,687
"688",1,36,31,163,2,-741671208,499,1936,0.582,688
"689",1,24,41,108,4,-741671208,499,1370,0.435,689
"690",1,23,13,166,6,-741671208,499,523,0.738,690
"691",1,28,17,170,1,-741671208,499,1515,0.737,691
"692",1,29,14,128,6,-741671208,499,564,0.571,692
"693",1,50,24,159,4,-741671208,499,1311,0.404,693
"694",1,81,41,154,1,-741671208,499,1494,0.606,694
"695",1,12,30,136,7,-741671208,499,205,0.507,695
"696",1,43,38,95,3,-741671208,499,888,0.592,696
"697",1,88,37,171,2,-741671208,499,1270,0.519,697
"698",1,53,23,103,2,-741671208,499,953,0.475,698
"699",1,45,21,140,2,-741671208,499,1188,0.551,699
"700",1,45,28,156,4,-741671208,499,1327,0.42,700
"701",1,64,12,139,6,-741671208,499,595,0.415,701
"702",1,87,22,108,3,-741671208,499,615,0.408,702
"703",1,87,7,178,3,-741671208,499,445,0.42,703
"704",1,71,37,130,1,-741671208,499,1452,0.603,704
"705",1,52,34,128,7,-741671208,499,645,0.481,705
"706",1,21,34,140,6,-741671208,499,799,0.449,706
"707",1,55,32,177,5,-741671208,499,827,0.468,707
"708",1,73,30,136,2,-741671208,499,1115,0.448,708
"709",1,62,28,168,4,-741671208,499,1153,0.406,709
"710",1,89,14,116,4,-741671208,499,674,0.38,710
"711",1,61,19,122,4,-741671208,499,814,0.377,711
"712",1,24,35,177,6,-741671208,499,937,0.482,712
"713",1,17,38,175,6,-741671208,499,895,0.517,713
"714",1,62,31,103,1,-741671208,499,1080,0.517,714
"715",1,68,39,98,7,-741671208,499,749,0.435,715
"716",1,48,27,142,4,-741671208,499,1185,0.405,716
"717",1,80,23,123,5,-741671208,499,694,0.39,717
"718",1,65,36,179,5,-741671208,499,1008,0.507,718
"719",1,42,6,121,4,-741671208,499,717,0.395,719
"720",1,79,39,97,4,-741671208,499,865,0.408,720
"721",1,11,17,178,4,-741671208,499,2025,0.72,721
"722",1,59,6,178,3,-741671208,499,547,0.415,722
"723",1,30,6,105,4,-741671208,499,635,0.441,723
"724",1,58,42,112,4,-741671208,499,1184,0.443,724
"725",1,13,22,117,4,-741671208,499,1252,0.404,725
"726",1,89,20,143,4,-741671208,499,695,0.401,726
"727",1,19,21,168,2,-741671208,499,1601,0.823,727
"728",1,87,16,108,5,-741671208,499,622,0.389,728
"729",1,28,14,101,4,-741671208,499,850,0.473,729
"730",1,86,21,131,7,-741671208,499,680,0.41,730
"731",1,68,10,149,2,-741671208,499,818,0.375,731
"732",1,38,18,133,1,-741671208,499,1106,0.613,732
"733",1,81,34,135,4,-741671208,499,1062,0.44,733
"734",1,49,25,90,2,-741671208,499,922,0.469,734
"735",1,53,40,171,4,-741671208,499,1475,0.498,735
"736",1,29,39,106,6,-741671208,499,926,0.442,736
"737",1,40,32,98,3,-741671208,499,668,0.563,737
"738",1,17,38,126,6,-741671208,499,887,0.48,738
"739",1,63,7,152,2,-741671208,499,812,0.404,739
"740",1,66,27,171,7,-741671208,499,588,0.43,740
"741",1,22,26,122,2,-741671208,499,1472,0.662,741
"742",1,47,31,170,4,-741671208,499,1290,0.423,742
"743",1,58,15,167,1,-741671208,499,974,0.556,743
"744",1,22,37,158,3,-741671208,499,938,0.905,744
"745",1,66,13,97,1,-741671208,499,638,0.379,745
"746",1,53,23,153,3,-741671208,499,394,0.482,746
"747",1,73,21,152,4,-741671208,499,942,0.381,747
"748",1,87,29,100,5,-741671208,499,690,0.445,748
"749",1,66,6,111,4,-741671208,499,617,0.363,749
"750",1,82,18,134,4,-741671208,499,703,0.381,750
"751",1,76,8,92,1,-741671208,499,597,0.353,751
"752",1,39,7,147,2,-741671208,499,838,0.447,752
"753",1,35,10,176,3,-741671208,499,165,0.564,753
"754",1,33,25,130,6,-741671208,499,591,0.464,754
"755",1,75,10,91,3,-741671208,499,559,0.383,755
"756",1,45,10,153,4,-741671208,499,849,0.512,756
"757",1,73,29,93,3,-741671208,499,685,0.432,757
"758",1,50,24,145,2,-741671208,499,1090,0.563,758
"759",1,76,24,146,5,-741671208,499,640,0.428,759
"760",1,25,23,117,5,-741671208,499,499,0.435,760
"761",1,75,19,158,6,-741671208,499,696,0.395,761
"762",1,11,35,117,2,-741671208,499,2030,0.559,762
"763",1,11,9,123,1,-741671208,499,836,0.609,763
"764",1,49,35,177,3,-741671208,499,870,0.768,764
"765",1,86,18,103,5,-741671208,499,609,0.368,765
"766",1,41,34,139,4,-741671208,499,1201,0.42,766
"767",1,14,28,146,5,-741671208,499,567,0.418,767
"768",1,74,13,177,7,-741671208,499,413,0.429,768
"769",1,32,40,157,3,-741671208,499,1209,0.877,769
"770",1,27,21,138,2,-741671208,499,1251,0.702,770
"771",1,47,6,130,4,-741671208,499,687,0.428,771
"772",1,19,16,131,6,-741671208,499,566,0.717,772
"773",1,46,41,158,1,-741671208,499,2301,0.791,773
"774",1,84,26,131,2,-741671208,499,831,0.448,774
"775",1,48,33,119,4,-741671208,499,1065,0.415,775
"776",1,55,15,92,3,-741671208,499,534,0.401,776
"777",1,63,40,127,4,-741671208,499,1113,0.469,777
"778",1,71,25,111,3,-741671208,499,584,0.418,778
"779",1,22,29,117,2,-741671208,499,1551,0.607,779
"780",1,64,39,129,3,-741671208,499,914,0.608,780
"781",1,38,34,149,3,-741671208,499,889,0.76,781
"782",1,75,31,130,6,-741671208,499,940,0.402,782
"783",1,88,28,97,5,-741671208,499,692,0.423,783
"784",1,22,36,112,1,-741671208,499,1826,0.81,784
"785",1,13,5,132,7,-741671208,499,227,0.441,785
"786",1,86,8,151,6,-741671208,499,618,0.374,786
"787",1,53,12,126,5,-741671208,499,517,0.402,787
"788",1,20,28,148,5,-741671208,499,599,0.459,788
"789",1,52,6,161,6,-741671208,499,612,0.479,789
"790",1,75,26,157,2,-741671208,499,1115,0.496,790
"791",1,19,12,110,4,-741671208,499,775,0.525,791
"792",1,28,29,179,6,-741671208,499,661,0.463,792
"793",1,87,25,119,2,-741671208,499,797,0.413,793
"794",1,45,34,160,5,-741671208,499,806,0.493,794
"795",1,47,21,133,5,-741671208,499,636,0.401,795
"796",1,68,12,173,2,-741671208,499,766,0.479,796
"797",1,81,22,160,2,-741671208,499,1073,0.457,797
"798",1,10,34,114,6,-741671208,499,765,0.437,798
"799",1,28,23,179,4,-741671208,499,2302,0.425,799
"800",1,58,33,124,6,-741671208,499,793,0.463,800
"801",1,35,25,100,7,-741671208,499,412,0.415,801
"802",1,77,36,130,2,-741671208,499,1138,0.471,802
"803",1,62,11,172,6,-741671208,499,479,0.443,803
"804",1,67,28,139,5,-741671208,499,844,0.418,804
"805",1,70,37,134,4,-741671208,499,1034,0.449,805
"806",1,83,27,95,7,-741671208,499,658,0.407,806
"807",1,84,38,137,2,-741671208,499,1104,0.495,807
"808",1,29,26,149,6,-741671208,499,676,0.399,808
"809",1,57,6,93,3,-741671208,499,584,0.349,809
"810",1,21,12,102,3,-741671208,499,289,0.433,810
"811",1,66,32,105,6,-741671208,499,746,0.406,811
"812",1,11,28,140,3,-741671208,499,457,0.818,812
"813",1,83,15,148,2,-741671208,499,827,0.391,813
"814",1,43,12,92,2,-741671208,499,712,0.421,814
"815",1,36,33,116,3,-741671208,499,768,0.638,815
"816",1,64,20,110,6,-741671208,499,665,0.402,816
"817",1,79,12,94,1,-741671208,499,649,0.374,817
"818",1,86,15,136,4,-741671208,499,732,0.385,818
"819",1,25,39,127,5,-741671208,499,832,0.469,819
"820",1,51,38,101,5,-741671208,499,855,0.451,820
"821",1,61,25,140,4,-741671208,499,956,0.388,821
"822",1,73,16,117,6,-741671208,499,609,0.425,822
"823",1,12,11,150,5,-741671208,499,189,0.497,823
"824",1,62,34,157,5,-741671208,499,787,0.479,824
"825",1,32,11,105,5,-741671208,499,381,0.415,825
"826",1,13,7,152,3,-741671208,499,57,0.614,826
"827",1,30,42,165,2,-741671208,499,2726,0.632,827
"828",1,22,35,153,4,-741671208,499,1830,0.45,828
"829",1,64,8,162,2,-741671208,499,654,0.443,829
"830",1,60,5,144,4,-741671208,499,593,0.358,830
"831",1,51,13,129,3,-741671208,499,308,0.464,831
"832",1,30,24,112,4,-741671208,499,1335,0.393,832
"833",1,81,19,147,5,-741671208,499,603,0.423,833
"834",1,74,25,142,5,-741671208,499,686,0.436,834
"835",1,68,15,123,2,-741671208,499,857,0.427,835
"836",1,59,19,122,3,-741671208,499,546,0.451,836
"837",1,79,40,164,4,-741671208,499,1340,0.493,837
"838",1,24,37,164,4,-741671208,499,1952,0.487,838
"839",1,68,40,148,2,-741671208,499,1558,0.539,839
"840",1,77,17,125,6,-741671208,499,653,0.41,840
"841",1,68,15,125,4,-741671208,499,721,0.404,841
"842",1,53,42,135,4,-741671208,499,1480,0.519,842
"843",1,53,35,107,3,-741671208,499,875,0.542,843
"844",1,43,12,152,5,-741671208,499,424,0.422,844
"845",1,42,10,165,2,-741671208,499,883,0.552,845
"846",1,83,23,140,6,-741671208,499,813,0.391,846
"847",1,63,28,133,6,-741671208,499,662,0.458,847
"848",1,45,11,116,5,-741671208,499,408,0.446,848
"849",1,42,16,92,1,-741671208,499,798,0.486,849
"850",1,22,12,105,4,-741671208,499,784,0.542,850
"851",1,35,42,112,6,-741671208,499,993,0.495,851
"852",1,51,40,175,6,-741671208,499,1180,0.51,852
"853",1,58,6,118,4,-741671208,499,639,0.41,853
"854",1,56,39,144,3,-741671208,499,1030,0.639,854
"855",1,63,23,101,6,-741671208,499,624,0.402,855
"856",1,13,29,173,1,-741671208,499,2700,0.933,856
"857",1,45,13,177,6,-741671208,499,462,0.578,857
"858",1,53,12,96,4,-741671208,499,718,0.423,858
"859",1,39,10,174,2,-741671208,499,912,0.625,859
"860",1,83,24,109,6,-741671208,499,672,0.387,860
"861",1,52,23,155,7,-741671208,499,345,0.455,861
"862",1,43,22,114,5,-741671208,499,572,0.395,862
"863",1,28,12,131,4,-741671208,499,894,0.531,863
"864",1,30,28,110,6,-741671208,499,766,0.427,864
"865",1,71,31,129,5,-741671208,499,844,0.416,865
"866",1,54,12,110,5,-741671208,499,476,0.393,866
"867",1,49,5,177,3,-741671208,499,363,0.441,867
"868",1,65,28,118,3,-741671208,499,786,0.49,868
"869",1,28,9,104,7,-741671208,499,319,0.417,869
"870",1,88,20,134,7,-741671208,499,661,0.421,870
"871",1,56,20,115,2,-741671208,499,903,0.505,871
"872",1,88,18,104,5,-741671208,499,680,0.378,872
"873",1,79,34,103,1,-741671208,499,981,0.482,873
"874",1,80,38,123,7,-741671208,499,872,0.442,874
"875",1,48,38,120,2,-741671208,499,1454,0.516,875
"876",1,25,32,103,2,-741671208,499,1503,0.526,876
"877",1,45,20,164,3,-741671208,499,230,0.587,877
"878",1,44,38,133,4,-741671208,499,1296,0.444,878
"879",1,87,13,165,1,-741671208,499,776,0.425,879
"880",1,20,28,145,3,-741671208,499,434,0.756,880
"881",1,31,40,156,6,-741671208,499,989,0.504,881
"882",1,13,37,120,3,-741671208,499,935,0.852,882
"883",1,72,22,152,2,-741671208,499,929,0.456,883
"884",1,87,24,166,6,-741671208,499,775,0.41,884
"885",1,84,15,162,3,-741671208,499,507,0.412,885
"886",1,84,11,137,4,-741671208,499,665,0.435,886
"887",1,41,15,169,6,-741671208,499,610,0.544,887
"888",1,15,22,98,4,-741671208,499,1136,0.436,888
"889",1,66,20,152,3,-741671208,499,467,0.469,889
"890",1,12,37,158,5,-741671208,499,758,0.495,890
"891",1,68,15,159,6,-741671208,499,570,0.428,891
"892",1,13,35,125,4,-741671208,499,1800,0.443,892
"893",1,89,35,149,5,-741671208,499,956,0.476,893
"894",1,27,38,150,5,-741671208,499,884,0.491,894
"895",1,43,33,129,6,-741671208,499,835,0.443,895
"896",1,85,20,171,1,-741671208,499,943,0.468,896
"897",1,24,23,111,4,-741671208,499,1232,0.435,897
"898",1,20,11,175,4,-741671208,499,1103,0.704,898
"899",1,14,34,92,7,-741671208,499,460,0.439,899
"900",1,14,27,129,4,-741671208,499,1720,0.392,900
"901",1,56,40,101,5,-741671208,499,776,0.454,901
"902",1,51,34,91,4,-741671208,499,924,0.408,902
"903",1,14,11,125,1,-741671208,499,913,0.614,903
"904",1,60,34,96,6,-741671208,499,706,0.401,904
"905",1,36,10,138,6,-741671208,499,511,0.564,905
"906",1,21,33,105,5,-741671208,499,650,0.414,906
"907",1,41,36,132,6,-741671208,499,933,0.456,907
"908",1,74,14,130,3,-741671208,499,496,0.407,908
"909",1,81,6,175,4,-741671208,499,644,0.366,909
"910",1,87,31,179,4,-741671208,499,933,0.469,910
"911",1,73,10,90,4,-741671208,499,587,0.366,911
"912",1,85,20,174,3,-741671208,499,647,0.431,912
"913",1,82,9,146,6,-741671208,499,634,0.409,913
"914",1,49,27,144,7,-741671208,499,443,0.474,914
"915",1,47,29,120,4,-741671208,499,1098,0.416,915
"916",1,55,10,127,4,-741671208,499,805,0.42,916
"917",1,65,33,164,4,-741671208,499,1136,0.457,917
"918",1,20,27,151,5,-741671208,499,558,0.446,918
"919",1,84,30,99,5,-741671208,499,772,0.427,919
"920",1,43,16,171,6,-741671208,499,701,0.541,920
"921",1,16,42,154,2,-741671208,499,3037,0.66,921
"922",1,75,7,100,6,-741671208,499,565,0.363,922
